policy_id,customer_name,gender,age,marital_status,state,city,pincode,aadhaar_masked,occupation_type,annual_income_inr,bmi,tobacco_usage,alcohol_units_per_week,physical_activity_level,diet_type,has_diabetes,has_hypertension,family_history_cardiac,stress_level_score,policy_type,sum_insured,policy_start_date,claim_date,hospital_name,hospital_tier,room_category,icu_days,length_of_stay,cashless_claim,agent_channel,hospital_bill_amount,pre_hospitalization_expense,post_hospitalization_expense,non_payable_items,deductible_amount,co_pay_amount,total_claim_amount
IND104842,Harish Pant,Female,70,Married,Delhi,New Delhi,715641,XXXX-XXXX-5253,Self-employed,1380510.58,22.572140907315898,smoking,2,high,vegan,,0.0,0,4.733771791449065,individual,1000000,2019-07-11,2024-02-05,Prabhu-Sengupta Hospital,private_corporate,deluxe,0,2,no,aggregator,106449.78,13482.09782116218,7779.599400684631,7328.226011716642,5067.94232167759,15512.284200019934,99803.03
IND106543,Jagdish Saran,F,45,Married,Delhi,New Delhi,994905,XXXX-XXXX-2964,Salaried,341220.49,23.648986953889345,smoking,1,high,eggetarian,0.0,1.0,0,5.763784410262144,family_floater,500000,2022-05-17,2026-02-10,"Nagar, Shankar and Kohli Hospital",private_corporate,deluxe,1,2,no,agent,143006.08,10042.238656325308,16535.46298962704,7892.963650989424,2511.92524756101,7648.068841436393,151530.82
IND102978,Siddharth Chad,M,55,Divorced,Karnataka,Mysuru,956675,XXXX-XXXX-7607,Unemployed,612411.94,28.33529677285443,none,3,low,eggetarian,0.0,,0,7.120951374507497,individual,1000000,2023-09-16,2025-09-30,Varghese-Sengupta Hospital,private_corporate,private,1,3,yes,bancassurance,105389.28,9277.916123321806,8341.790243410042,8210.194231086782,1142.7391594136627,18498.531321216487,"₹95,158"
IND105855,Vasudha Mody,Female,47,Widowed,Maharashtra,Mumbai,109600,236998180071,Student,1264849.83,,smoking,3,low,eggetarian,0.0,0.0,0,6.224703243708374,senior_citizen,2000000,2020-02-08,2025-03-22,Brahmbhatt-Mander Hospital,private_small,private,1,5,yes,aggregator,"₹139,248",10664.952696566146,12505.43174960559,9169.09118392479,1430.6482856144191,22047.261548468367,129771.58
IND106595,Jairaj Khurana,Female,50,Married,Delhi,New Delhi,474456,579986930947,Business,508726.94,,none,4,low,vegan,0.0,0.0,0,2.302630763451551,individual,5000000,2018-11-06,2024-03-30,Dhillon-Mani Hospital,private_small,deluxe,2,8,no,aggregator,140835.7,7169.4261017793415,9153.180732289175,10116.078118808235,4175.768069579076,15980.904808451527,126885.55
IND103013,Yash Goel,F,34,Widowed,Tamil Nadu,Chennai,266461,XXXX-XXXX-5379,Business,599624.25,23.945774140974397,none,6,moderate,vegan,1.0,1.0,1,5.67409697338663,individual,500000,2020-05-15,2022-09-18,Pradhan-Rau Hospital,private_corporate,deluxe,0,5,yes,online,136853.08,13206.677042162499,9827.645975327066,4403.118982975519,2241.5483882478584,18083.540325492664,670146.41
IND104350,Vamakshi Bath,Male,42,married,Delhi,New Delhi,833851,XXXX-XXXX-1645,Self-employed,,27.924176478039453,smoking,1,moderate,veg,0.0,0.0,0,5.90178871410122,individual,300000,2019-08-16,2022-11-11,Pandey-Palla Hospital,private_corporate,private,0,3,yes,online,106630.44,11720.107163945244,11395.717876315552,3119.902057135852,1280.3880251065505,17197.85114301152,108148.12
IND100670,Ishanvi Krish,F,83,Divorced,West Bengal,Kolkata,155119,639002077517,Salaried,908469.79,,none,7,low,veg,1.0,1.0,0,3.76567847273983,individual,300000,2021-05-20,2025-01-13,"Iyengar, Sawhney and Kapur Hospital",govt,private,2,6,yes,aggregator,151876.42,14345.208067381885,12487.547644153396,11534.672869939426,1742.8090791164416,8650.230705447571,156781.46
IND102935,Lajita Soni,F,59,married,Maharashtra,Mumbai,405351,XXXX-XXXX-9662,Student,1303764.56,31.37412623506605,none,5,high,veg,,0.0,1,5.622005014725771,individual,1000000,2018-06-30,2020-08-24,"Raman, Banerjee and Kibe Hospital",govt,semi-private,4,11,yes,online,163282.66,16892.8799839272,12575.943836058874,7859.4431497116375,6123.962187382327,10999.440558246462,167768.63
IND103661,Tejas Borra,female,18,Single,Karnataka,Bengaluru,494273,XXXX-XXXX-7082,Unemployed,1538565.91,28.167421399894856,none,4,high,veg,0.0,1.0,0,2.9681674639464384,family_floater,2000000,2021-04-12,2025-10-31,Sant and Sons Hospital,private_corporate,deluxe,3,7,no,aggregator,"214,463",24245.29095289096,11248.616878119972,15158.49189394609,7742.748808672679,22974.483774529202,204081.57
IND103406,Radha Mody,female,18,Divorced,Delhi,New Delhi,756932,XXXX-XXXX-9299,Salaried,886747.55,,none,3,high,veg,0.0,1.0,0,6.163643498058805,senior_citizen,300000,2023-02-26,2026-03-30,Padmanabhan Group Hospital,private_corporate,general,1,9,yes,bancassurance,187732.71,16578.18238568538,16504.235992756065,8617.528210588898,4752.751140224794,16532.218361048974,190912.63
IND107536,Jeet Kuruvilla,Female,43,Married,Tamil Nadu,Coimbatore,816133,195344909003,Business,498821.07,19.709546795891086,both,2,high,vegan,0.0,0.0,1,4.354637850880018,individual,2000000,2020-08-25,2024-11-23,"Soman, Comar and Kalla Hospital",govt,general,0,4,no,agent,"₹66,271",4366.329232612727,3509.564216054624,5046.081839731977,1799.9039404777307,5568.950028926935,61731.49
IND107462,Edhitha Pingle,Female,21,Widowed,Tamil Nadu,Coimbatore,452908,XXXX-XXXX-6034,Retired,605143.05,,chewing,3,moderate,non-veg,1.0,0.0,0,6.681267288522438,individual,500000,2019-12-09,2024-02-18,"Pradhan, Vaidya and Dalal Hospital",private_corporate,general,2,2,no,agent,"₹201,626",17208.66825029297,21865.445242278525,5144.840161030937,3868.8917121844856,30941.63810982905,"200,745"
IND104654,Faras Ratti,male,64,Widowed,Karnataka,Bengaluru,547852,XXXX-XXXX-9960,Retired,843376.55,30.910880864192663,chewing,1,high,eggetarian,0.0,0.0,0,5.644151048539297,family_floater,5000000,2020-04-11,2022-02-25,Rama-Sagar Hospital,govt,deluxe,3,6,yes,agent,94936.69,5672.726581476858,9926.980238557353,4642.729760308774,1344.913148097817,9271.734856141677,95277.02
IND104410,Yashica Rana,F,59,Widowed,Tamil Nadu,Chennai,444745,734011057809,Retired,861512.3,25.09658053904776,chewing,4,low,veg,1.0,0.0,0,6.887661246962216,individual,2000000,2023-02-13,2025-11-09,"Tandon, Prasad and Bains Hospital",private_small,deluxe,2,4,no,aggregator,175475.6,19353.832884254156,20761.45223050639,7904.283540909739,5994.425857077731,9296.753061113533,192395.42
IND103080,Pushti Thaman,Male,52,Married,Tamil Nadu,Coimbatore,693095,XXXX-XXXX-6773,Unemployed,1066163.22,,both,3,low,veg,0.0,0.0,0,2.700436290748054,individual,2000000,2020-08-02,2021-04-21,Wali LLC Hospital,private_small,general,1,2,no,bancassurance,81682.9,6298.386331796943,8336.73642940351,4988.589762749536,2149.1637163091846,10593.045793402436,78587.22
IND106807,Panini Suresh,F,83,married,West Bengal,Kolkata,534055,XXXX-XXXX-8510,Retired,9.0 LPA,26.922808505306673,none,4,low,veg,1.0,0.0,0,3.7382513275354547,individual,500000,2022-05-05,2026-08-24,"Memon, Rao and Varkey Hospital",private_small,general,2,2,yes,agent,124667.19,8923.619506105411,7359.103330596269,2645.242945143145,2931.0300897119123,14380.91754883033,120992.72
IND102379,Libni Naik,M,26,Single,Maharashtra,Nagpur,773003,XXXX-XXXX-9597,Unemployed,500069.19,22.99443926475206,none,4,moderate,vegan,0.0,0.0,1,5.317544153371716,family_floater,300000,2021-11-16,2026-06-20,Sarin LLC Hospital,private_corporate,private,1,4,yes,online,101788.16,11568.057297047135,8573.020646795276,3877.4888097619323,2155.7617696774414,5147.076734855203,"₹110,749"
IND103476,Aahana Varty,male,18,Single,Delhi,New Delhi,456281,XXXX-XXXX-4860,Self-employed,462445.01,26.795909105916316,none,1,moderate,non-veg,0.0,1.0,1,3.773456285162127,senior_citizen,300000,2018-08-31,2023-01-15,"Mall, Choudhry and Seshadri Hospital",private_corporate,private,0,2,yes,agent,57495.48,3944.8948610012285,6834.128709340222,4267.827435268282,2207.214817445482,8541.257842769233,53258.21
IND106291,Meera Bakshi,M,38,married,Karnataka,Bengaluru,30155,XXXX-XXXX-4397,Self-employed,992603.48,27.646185694329244,chewing,5,moderate,non-veg,0.0,1.0,1,2.688346170298008,family_floater,2000000,2021-10-10,2026-06-20,Chaudhry Inc Hospital,private_corporate,private,3,4,yes,aggregator,235166.9,25173.685729972094,27099.384458767483,18747.877908045684,3535.3180573360733,30235.161266707313,234921.62
IND107862,Tripti Choudhury,male,55,Widowed,West Bengal,Kolkata,335288,XXXX-XXXX-9884,Business,2360627.39,26.271161979246894,chewing,3,moderate,non-veg,0.0,0.0,1,7.328821221138096,individual,2000000,2021-05-06,2021-12-21,Bal-Choudhury Hospital,private_corporate,deluxe,3,10,yes,aggregator,"₹276,176",13860.667247845864,15117.139916527742,10918.063703444555,9205.996312601748,39979.17023411467,245050.32
IND102510,Dayita Sarna,M,23,Married,West Bengal,Kolkata,232177,XXXX-XXXX-8708,Self-employed,,33.68631387151588,none,0,moderate,non-veg,0.0,0.0,0,5.047443354838376,individual,5000000,2018-01-02,2023-04-26,Dora Ltd Hospital,private_corporate,deluxe,1,3,no,aggregator,124904.87,12987.322082348415,7034.098987416271,4858.0462056536,1426.054721773633,7344.019328790602,131298.17
IND102587,Jonathan Shukla,Female,70,Single,Delhi,New Delhi,728357,XXXX-XXXX-9569,Retired,1027965.1,24.384282606887663,smoking,0,low,non-veg,0.0,1.0,0,5.936709780723308,family_floater,300000,2019-01-01,2021-01-18,"Agrawal, Chawla and Parekh Hospital",private_small,general,0,2,yes,aggregator,63446.33,8191.5486490058,6956.586338204027,4079.3489640808602,1986.4817296453862,7825.930029582412,64702.71
IND101262,Aadi Deep,Male,40,married,Uttar Pradesh,Kanpur,920185,XXXX-XXXX-7185,Business,514295.59,24.276923570922754,smoking,6,high,vegan,0.0,0.0,1,3.9614455431551647,individual,500000,2021-08-16,2025-09-29,Uppal-Shere Hospital,govt,deluxe,1,3,yes,bancassurance,63557.46,6113.48208098627,4792.040578046797,3586.65291736086,2132.9053872115414,6450.139143185089,62293.28
IND100984,Kashvi Dada,M,26,Widowed,Karnataka,Mysuru,917230,XXXX-XXXX-8914,Student,460761.89,,smoking,0,moderate,veg,0.0,0.0,1,5.340128875323372,senior_citizen,1000000,2020-03-01,2023-04-06,Gara Ltd Hospital,private_small,private,1,5,yes,online,125145.98,6720.201988082708,13759.0448771064,9898.155674312931,2613.986114908258,8894.472576628019,"₹124,219"
IND102404,Yoshita Rao,male,34,Widowed,Tamil Nadu,Coimbatore,296200,XXXX-XXXX-4790,Unemployed,1186353.54,18.778540772244817,none,5,high,non-veg,1.0,1.0,0,,individual,500000,2020-05-10,2022-07-02,"Edwin, Bhandari and Doshi Hospital",private_corporate,private,1,2,yes,agent,150876.24,13149.255000028063,10314.238299442257,9786.83764317539,7395.484107356999,17780.273151278638,"₹139,377"
IND101915,Watika Prashad,male,18,married,Maharashtra,Pune,590033,565350161000,Unemployed,225119.81,,smoking,1,low,vegan,,0.0,1,5.12865044129523,senior_citizen,2000000,2021-01-04,2025-10-15,Mahal-Deep Hospital,govt,general,0,0,no,bancassurance,36519.15,4058.717135809588,3613.144241157427,1768.6597919451951,1343.5967775056367,3690.037292135627,37388.71
IND105695,Ayush Padmanabhan,male,55,Widowed,West Bengal,Kolkata,635715,XXXX-XXXX-3038,Self-employed,609681.95,21.609377109034092,none,3,low,eggetarian,0.0,1.0,0,4.7515887742725695,family_floater,1000000,2023-09-07,2026-01-10,Ratta-Dora Hospital,private_corporate,semi-private,1,2,no,online,"₹110,492",7839.990776309385,6501.8655490611545,3364.3579832394576,2529.452625554761,8317.691420390747,110622.5
IND107787,Aradhana Menon,F,61,Single,Tamil Nadu,Coimbatore,982017,XXXX-XXXX-6360,Salaried,328186.5,26.684751534846118,none,3,moderate,veg,0.0,0.0,1,4.15841911323066,individual,2000000,2020-08-21,2021-11-16,Sachar-Shankar Hospital,private_corporate,private,0,4,yes,agent,84065.44,9599.619218114043,9577.256506739846,6229.26774353747,1793.4666723032087,12829.159838715757,82390.42
IND107746,Riya Raghavan,male,18,married,West Bengal,Kolkata,222964,XXXX-XXXX-5653,Student,597957.73,22.272917754445526,none,1,high,eggetarian,0.0,1.0,0,8.024960509631155,individual,500000,2022-08-30,2026-05-22,De-Iyengar Hospital,private_corporate,private,1,4,yes,agent,137412.9,8378.87893581664,14521.619637195272,5738.572594614007,5641.620692631461,22140.947691873975,126792.25
IND100420,Warda Shankar,male,68,Married,Delhi,New Delhi,929696,XXXX-XXXX-8395,Salaried,831088.8,34.58890033095999,smoking,1,high,veg,0.0,0.0,1,6.176207136743023,family_floater,1000000,2019-04-12,2020-09-13,Gour-Pant Hospital,private_corporate,private,1,6,yes,online,"₹198,994",16810.776249925064,14098.158760621267,12805.435597559957,3461.181806604411,27196.759914310518,"186,440"
IND101359,Qarin Tank,F,52,Divorced,Tamil Nadu,Chennai,433578,XXXX-XXXX-3321,Unemployed,636568.38,23.84685699104933,smoking,3,moderate,non-veg,0.0,0.0,1,8.874217215165984,family_floater,2000000,2018-12-18,2021-01-01,Chakraborty Inc Hospital,govt,semi-private,2,8,no,online,136048.87,14122.462533713116,12277.419526584059,4433.061637421628,2633.2224860019587,10419.852128146727,144962.61
IND107557,Mitali Oommen,Male,38,Widowed,Uttar Pradesh,Noida,720733,XXXX-XXXX-3216,Self-employed,5.9 LPA,28.40826142078257,smoking,2,low,vegan,1.0,0.0,0,7.745228538819742,individual,300000,2023-08-18,2025-03-13,Bandi-Tandon Hospital,private_small,semi-private,1,4,yes,aggregator,"140,088",14245.028528275823,9295.211589341588,8776.359416814686,1732.3876188260094,13772.842430726912,"139,346"
IND100867,Sneha Nori,F,18,Widowed,Maharashtra,Nagpur,160289,XXXX-XXXX-1113,Unemployed,791818.84,,none,7,low,eggetarian,0.0,1.0,1,8.10159391311323,individual,500000,2021-07-02,2024-08-07,Sabharwal-Dhar Hospital,private_small,general,1,3,yes,online,79617.43,4724.451711912877,6582.493057755911,5007.857116719748,2500.7538971642516,8575.371812123627,74840.39
IND107050,Gayathri Kalita,female,21,Married,West Bengal,Kolkata,433180,XXXX-XXXX-6121,Business,1253732.42,21.90933006876579,none,5,high,vegan,0.0,1.0,0,3.8213250679752697,family_floater,5000000,2022-02-16,2027-05-12,Sachar-Murthy Hospital,govt,semi-private,0,1,yes,bancassurance,58693.86,3466.651208613952,2999.1302661810273,1875.938560831833,1107.2689756627078,7291.246420305344,"54,885"
IND107704,Rayaan Pandit,Male,37,married,Delhi,New Delhi,731953,665032107804,Business,536784.25,37.4419968800049,smoking,5,low,non-veg,0.0,1.0,0,4.445845580217192,senior_citizen,5000000,2020-02-24,2021-11-23,Sama-Dhingra Hospital,private_corporate,general,1,4,no,aggregator,212646.07,19052.014889031663,14399.775099643462,10486.64269813652,2809.8459406078637,38639.4484123698,456723.58
IND107765,Anita Shenoy,Male,33,married,West Bengal,Kolkata,915944,XXXX-XXXX-3146,Retired,695834.3,33.103831907529454,none,2,low,eggetarian,0.0,0.0,1,,individual,300000,2020-02-23,2023-05-05,Sunder Inc Hospital,govt,private,1,1,yes,agent,16607.18,2358.208481952671,1969.3751383929812,713.242788678693,261.2508247088521,919.4777522406445,19040.79
IND106200,Wakeeta Lata,male,34,married,Tamil Nadu,Chennai,852613,145159843120,Unemployed,493427.11,30.463813717165685,both,2,low,eggetarian,0.0,0.0,0,4.013715847883955,senior_citizen,5000000,2020-06-16,2020-12-30,Brahmbhatt-Ravi Hospital,private_corporate,semi-private,1,10,yes,agent,216890.63,11053.504854620214,14331.754953632008,10274.320033628368,6919.075104181952,33032.13924523579,192050.35
IND105261,Harish Sheth,male,75,Single,Tamil Nadu,Coimbatore,575714,XXXX-XXXX-8259,Salaried,480147.66,23.373561818232666,chewing,2,high,non-veg,0.0,0.0,0,1.0,individual,5000000,2022-03-11,2027-08-01,"Dube, Kara and Dara Hospital",private_small,semi-private,1,4,no,aggregator,115905.37,5847.711461242047,8123.697537253929,4726.2361017393205,1557.00075384033,12101.119546603128,111492.42
IND107378,Amara Uppal,Female,32,Widowed,Uttar Pradesh,Lucknow,683864,XXXX-XXXX-2233,Retired,,,none,5,low,vegan,0.0,0.0,0,7.641238520577287,individual,2000000,2023-12-26,2025-03-13,Mannan-Sastry Hospital,private_corporate,general,2,10,yes,bancassurance,216915.43,14216.328846106268,19535.747884433767,14145.805306868493,8451.187114842653,18307.639942016613,209762.88
IND107278,Jagrati Swaminathan,M,68,married,Uttar Pradesh,Kanpur,408480,XXXX-XXXX-1413,Salaried,,18.101367414334682,smoking,1,moderate,veg,0.0,0.0,1,7.323821728336311,family_floater,500000,2018-08-13,2021-07-14,Virk-Nadkarni Hospital,private_small,deluxe,3,4,yes,agent,175343.79,13575.363288966795,9662.862492286282,8647.983795280032,5258.954767976804,14074.265355344485,170600.81
IND103676,Amaira Mandal,male,69,Widowed,Tamil Nadu,Chennai,117779,XXXX-XXXX-4395,Student,375715.1,24.507056559669245,none,5,moderate,vegan,0.0,0.0,1,4.5312426537866175,individual,2000000,2021-09-04,2025-10-10,Sane and Sons Hospital,private_corporate,general,0,6,yes,aggregator,135720.28,11913.76687192353,14708.00461200237,8583.643136057803,5605.651625729926,12956.18389828978,135196.57
IND106331,Gavin Talwar,F,30,Single,Delhi,New Delhi,354778,XXXX-XXXX-7074,Self-employed,512160.98,29.254778355553153,none,5,low,vegan,0.0,0.0,1,3.5066439076048206,individual,1000000,2023-07-26,2027-12-30,Singh Inc Hospital,private_corporate,deluxe,2,3,no,agent,95203.0,5648.671075952205,9685.088896762318,5328.476055176402,3401.6661976947903,17872.827704627583,"₹83,934"
IND104407,Vihaan Kakar,Male,18,Divorced,Maharashtra,Mumbai,444548,XXXX-XXXX-1739,Business,657380.97,27.966858455791527,chewing,3,high,eggetarian,0.0,1.0,1,4.127376580980712,senior_citizen,5000000,2020-02-05,2024-09-27,"Garg, Ratti and Saraf Hospital",private_corporate,semi-private,0,1,yes,online,75910.44,10505.582533485389,5852.625793244488,3300.5634347211558,1004.2993277099945,10864.537254480272,77099.24
IND100440,Damyanti Varty,female,41,Single,West Bengal,Kolkata,355376,XXXX-XXXX-5062,Salaried,647253.88,24.59738292950474,none,3,low,non-veg,0.0,0.0,0,6.235315364783121,family_floater,300000,2023-03-25,2027-08-22,Char-Mutti Hospital,private_small,private,1,3,no,aggregator,105474.88,8989.973765830915,6823.410297610964,4479.803011481723,1575.3784081110796,20063.831092796587,95169.25
IND107615,Mitesh Chakrabarti,male,53,Widowed,Maharashtra,Pune,822958,XXXX-XXXX-1456,Business,1801814.29,25.38012038185102,smoking,3,low,veg,0.0,0.0,0,4.526062183727401,individual,500000,2021-11-13,2027-02-22,"Chokshi, Padmanabhan and Patla Hospital",private_corporate,deluxe,1,6,yes,online,198698.54,14975.30350019546,21694.48585261838,8779.118973049277,9868.974573871245,12107.145212284591,204613.09
IND104480,Wazir Bansal,male,62,Divorced,Uttar Pradesh,Kanpur,955316,XXXX-XXXX-2145,Salaried,1235538.96,26.59462508588936,none,3,high,eggetarian,0.0,0.0,0,2.8456550455582064,family_floater,2000000,2018-10-31,2021-05-26,Biswas PLC Hospital,private_small,private,0,3,yes,agent,73292.06,9395.71601141382,5239.905101461553,3290.6250895966537,3561.8586915285237,8152.143638820318,72923.06
IND107778,Thomas Sami,female,68,married,West Bengal,Kolkata,747785,XXXX-XXXX-6679,Self-employed,772149.49,23.085363926378033,chewing,3,moderate,eggetarian,0.0,0.0,0,7.075399178456832,senior_citizen,1000000,2019-08-27,2022-05-16,Jaggi-Pradhan Hospital,private_corporate,private,0,3,no,agent,83012.81,8084.604589921857,5498.372144661449,2897.427474451085,1294.85094276969,8372.759560636578,84030.74
IND105632,Kritika Barad,Female,22,married,Uttar Pradesh,Noida,718992,XXXX-XXXX-5070,Business,366183.79,15.0,none,6,moderate,veg,1.0,0.0,1,4.926664302766469,individual,300000,2019-09-04,2022-07-11,"Halder, Behl and Char Hospital",private_small,general,1,1,no,aggregator,91575.38,12866.399288140943,5260.924554743909,2100.3398372074853,2566.5929948670396,11580.471973495127,93455.3
IND104540,Jack Sidhu,M,24,married,Uttar Pradesh,Noida,367386,XXXX-XXXX-9873,Student,1302246.74,26.16165584981174,smoking,5,moderate,veg,0.0,0.0,1,,family_floater,500000,2019-03-28,2021-03-08,Tak-Bava Hospital,private_small,private,1,3,no,bancassurance,108617.42,8558.48978030552,7138.210720094565,4846.147479066937,4867.928958119821,20070.991362303856,94529.06
IND103288,Laksh Radhakrishnan,male,47,Single,Tamil Nadu,Chennai,143654,XXXX-XXXX-8343,Unemployed,1171007.7,22.923082334979394,smoking,3,high,veg,0.0,1.0,1,6.17154896444491,family_floater,2000000,2020-07-05,2022-05-25,Chopra-Balakrishnan Hospital,private_small,semi-private,0,2,no,aggregator,"₹81,603",9397.047842753493,4515.971787158071,4257.991023928205,903.629802018232,14425.013048070212,75929.09
IND105950,Kamala Sani,Female,50,Divorced,Tamil Nadu,Coimbatore,400527,XXXX-XXXX-6435,Self-employed,782335.71,17.912596199174672,none,2,low,non-veg,0.0,0.0,1,4.242890215159573,senior_citizen,2000000,2021-08-07,2026-12-11,Vohra-Bahl Hospital,private_corporate,semi-private,1,6,yes,agent,144955.1,14098.322444238642,8211.400170144228,9296.394651913884,5700.826941074106,9974.424037396424,142293.18
IND101307,Vrinda Radhakrishnan,M,51,Single,West Bengal,Kolkata,421876,XXXX-XXXX-1013,Unemployed,607912.71,20.274428485415168,chewing,5,moderate,veg,1.0,1.0,0,8.229535337023044,senior_citizen,5000000,2018-09-21,2022-06-27,Majumdar LLC Hospital,private_corporate,private,0,1,yes,agent,111368.41,13963.912459862804,12461.1440858109,4864.164876664667,3088.8031759026767,12380.194333165306,117460.3
IND101249,Udant Nair,M,47,Widowed,Uttar Pradesh,Noida,309160,XXXX-XXXX-8368,Student,1305396.26,,chewing,3,high,vegan,,0.0,0,1.2815784085391395,family_floater,1000000,2020-02-27,2024-08-09,Virk-Yogi Hospital,govt,semi-private,1,4,yes,online,47906.76,2886.435508752521,4151.366868212696,2755.208327328628,2088.8611798986167,5724.64521916898,44375.85
IND101084,Chatura Prashad,female,47,Single,West Bengal,Kolkata,793875,XXXX-XXXX-6242,Unemployed,1990488.93,22.07635266319471,chewing,5,low,vegan,0.0,0.0,0,5.020959643774167,family_floater,2000000,2020-12-25,2023-11-18,Bal Ltd Hospital,private_corporate,general,1,3,yes,agent,134670.19,16852.956542234933,9565.260275615832,9368.992828536399,1967.1367720373007,16633.643826439857,"₹133,119"
IND104511,Pallavi Issac,M,51,Married,Maharashtra,Nagpur,716881,XXXX-XXXX-6794,Salaried,832048.18,33.07284686039902,none,4,moderate,vegan,,0.0,0,3.913444251830561,family_floater,500000,2023-06-27,2027-01-11,"Pal, Sekhon and Menon Hospital",govt,deluxe,2,9,yes,online,91869.99,5285.9701178441765,9210.466903947836,2405.8563484075567,4017.9272058513466,6676.688018256439,93265.96
IND105490,Samar Goda,female,60,Single,West Bengal,Kolkata,914375,XXXX-XXXX-9612,Self-employed,730625.93,32.39051751978147,none,7,low,non-veg,1.0,0.0,1,7.945684873427384,individual,1000000,2021-01-26,2021-07-30,"Ganesan, Wadhwa and Ramachandran Hospital",private_small,deluxe,2,3,yes,bancassurance,114322.87,13060.294763934251,7276.919745853719,6273.143402765471,1307.1304123928387,19086.59886448086,107993.21
IND105495,Falan Padmanabhan,female,49,Divorced,West Bengal,Kolkata,513960,XXXX-XXXX-5285,Student,664276.49,24.139998979447693,none,5,moderate,non-veg,0.0,1.0,0,6.959476156048586,individual,2000000,2019-04-14,2019-06-27,Chander LLC Hospital,private_corporate,semi-private,1,4,no,aggregator,122544.29,10036.907654469616,10792.681024906238,4933.6970603408245,4854.256395121721,24014.230422157816,109571.7
IND103251,Zaid Sachdeva,Female,54,married,West Bengal,Kolkata,946415,XXXX-XXXX-3303,Student,425676.35,23.647086476455364,smoking,0,high,veg,0.0,0.0,1,5.543803183725273,family_floater,5000000,2022-04-23,2027-08-13,Wali Ltd Hospital,govt,general,1,4,yes,aggregator,76106.07,5323.263445588711,7057.728199015632,4933.982884545732,1199.9501481204481,6954.43710389051,75398.69
IND106268,Widisha Borde,F,58,Married,West Bengal,Kolkata,810450,XXXX-XXXX-8767,Self-employed,507973.47,34.828535742532814,none,4,moderate,vegan,0.0,0.0,1,5.4963802806427395,family_floater,2000000,2021-06-17,2024-09-16,"Chaudhari, Deshmukh and Khosla Hospital",private_corporate,deluxe,2,5,no,online,161151.88,18845.946303294342,14270.587335563412,4044.585570882035,2688.848694486753,30608.286210122464,156926.69
IND104129,Yashodhara Sachar,M,18,married,Tamil Nadu,Coimbatore,922359,XXXX-XXXX-1638,Unemployed,891526.73,33.634994041875025,both,5,moderate,eggetarian,1.0,0.0,1,3.04916114185625,individual,300000,2018-09-09,2020-04-03,"Murty, Patil and Wable Hospital",private_corporate,private,0,6,yes,online,184295.42,14971.792111768726,16058.634672094584,9000.126749350738,2992.0881759227063,19463.895959713234,183869.73
IND104424,Kritika Swaminathan,F,50,Widowed,Karnataka,Mysuru,351187,553449225287,Student,802163.81,24.982472324081215,none,5,moderate,non-veg,0.0,,0,5.641373917800698,senior_citizen,500000,2022-09-20,2027-11-25,Sodhi Inc Hospital,private_small,deluxe,0,2,yes,aggregator,88810.35,7014.0299915063415,9069.551153812492,2174.294323357775,1290.5216473010012,16504.95157992216,84924.17
IND101457,Oscar Aurora,Male,22,Widowed,Delhi,New Delhi,851058,XXXX-XXXX-5858,Student,718863.54,20.01700305644151,none,4,moderate,vegan,0.0,1.0,0,5.840354159371867,individual,2000000,2018-04-07,2021-05-30,"Som, Chada and Muni Hospital",private_corporate,deluxe,0,4,no,bancassurance,101532.17,5131.076653308271,10994.623461347523,5358.912774328695,2060.1277405063784,13168.324015624008,97070.51
IND105046,George Rajan,Female,21,Married,Karnataka,Mysuru,773262,XXXX-XXXX-7129,Unemployed,513853.98,,smoking,1,low,non-veg,0.0,,0,2.5386941284413416,individual,5000000,2019-08-05,2023-07-08,"Srinivasan, Pillay and Purohit Hospital",private_small,general,0,3,yes,online,"₹73,774",9440.182572210833,5708.917947372893,3197.812646557479,3141.1819633143373,4368.231184891648,78216.36
IND103097,Chanakya Shanker,M,80,Married,Uttar Pradesh,Lucknow,552772,683728784210,Unemployed,757028.7,33.59020783494008,smoking,4,moderate,eggetarian,0.0,0.0,0,4.237273627683265,family_floater,1000000,2019-08-16,2022-02-12,Bumb and Sons Hospital,private_corporate,general,2,5,no,agent,169547.21,14337.781609541811,17264.430654591797,11466.182627298807,7546.726601387602,20449.295177122727,161687.22
IND104189,Wazir Hayer,male,49,Married,Uttar Pradesh,Lucknow,153840,XXXX-XXXX-4167,Student,1462673.04,,none,3,low,veg,0.0,0.0,1,2.371861946089916,family_floater,500000,2018-02-08,2019-04-05,"Rajan, Deshpande and Samra Hospital",private_small,private,1,2,yes,online,51449.22,5935.628045229423,3737.8882419167558,3022.3899203990904,1765.4148855046542,7303.4192945616105,49031.52
IND100175,Tristan Bhat,Female,32,Married,Delhi,New Delhi,693595,XXXX-XXXX-1087,Student,1484367.9,25.531406615204485,none,4,high,non-veg,1.0,1.0,0,4.0084322238367,individual,1000000,2023-01-07,2026-08-29,"Patil, Dayal and Devan Hospital",govt,semi-private,3,9,no,agent,164248.31,16136.386276669013,9892.606805784953,11441.2637759836,3308.632230326233,31688.86315944109,"₹143,839"
